review_id,game,genre,platform,region,rating,review_text,playtime_hours,review_date,is_post_patch_window,user_id
100985,Apex Legends,Battle Royale,Xbox Series X,MEA,3,Mixed feelings about the UI. Not sure if I'd recommend it at full price.,23.8,2024-01-22,False,u_84389
100986,Apex Legends,Battle Royale,Xbox Series X,LATAM,4,balance feels great this week. Best it's felt in a while.,28.4,2024-01-22,False,u_74070
100995,Battlefield 2042,Shooter,Xbox Series X,EU,3,"balance is fine, nothing special. Considering a refund at this point.",42.1,2024-01-22,False,u_78069
100996,Battlefield 2042,Shooter,PS5,LATAM,4,"Been having a lot of fun, matchmaking is solid. Keeps me coming back every day.",42.2,2024-01-22,False,u_21842
100997,Battlefield 2042,Shooter,Xbox One,North America,3,Mixed feelings about the progression system. Worth the price of entry.,66.6,2024-01-22,False,u_99240
100998,Battlefield 2042,Shooter,PC,EU,3,"the UI is fine, nothing special. Does the job for a casual session.",63.2,2024-01-22,False,u_79090
100999,Battlefield 2042,Shooter,PC,EU,3,the progresion system is okay I guess. Does the job for a casual session. Not happy with graphics at all.,46.8,2024-01-22,False,u_69703
101000,Battlefield 2042,Shooter,PS5,EU,3,"matchmaking is a mess right now. Some good moments, some frustrating ones.",13.0,2024-01-22,False,u_52523
101001,Battlefield 2042,Shooter,Xbox Series X,North America,3,"Not happy with the progression system at all. Wouldn't say it's great, wouldn't say it's bad.",43.3,2024-01-22,False,u_70366
101002,Battlefield 2042,Shooter,Xbox One,MEA,3,"load times is fine, nothing special. Some good moments, some frustrating ones.",115.9,2024-01-22,False,u_90031
100969,EA SPORTS FC 25,Sports,PC,EU,3,load times is okay I guess. Not sure if I'd recommend it at full price. Really enjoying load times right now.,69.4,2024-01-22,False,u_44218
100970,EA SPORTS FC 25,Sports,PS5,APAC,5,Really enjoying the store prices right now. Worth the price of entry. hit registration feels great this week.,21.8,2024-01-22,False,u_67180
100971,EA SPORTS FC 25,Sports,PS4,North America,3,"Mixed feelings about the store prices. Wouldn't say it's great, wouldn't say it's bad.",18.6,2024-01-22,False,u_55740
100972,EA SPORTS FC 25,Sports,PS5,North America,4,"Been having a lot of fun, the progression system is solid. Keeps me coming back every day. Honestly the new patch is in a good spot.",52.8,2024-01-22,False,u_26770
100973,EA SPORTS FC 25,Sports,Xbox Series X,North America,5,"squad play feels great this week. Some good moments, some frustrating ones.",60.8,2024-01-22,False,u_11955
100974,EA SPORTS FC 25,Sports,Xbox Series X,North America,4,Big fan of how the battle pass turned out. Best it's felt in a while.,48.7,2024-01-22,False,u_89434
100975,EA SPORTS FC 25,Sports,Xbox Series X,APAC,4,graphics feels great this week. Genuinely having a blast with friends.,94.3,2024-01-22,False,u_32915
100976,EA SPORTS FC 25,Sports,Xbox Series X,EU,3,squad play works as expected. Not sure if I'd recommend it at full price.,50.1,2024-01-22,False,u_39892
100987,The Sims 4,Simulation,PS5,EU,5,Really enjoying balance right now. Genuinely having a blast with friends.,39.1,2024-01-22,False,u_13951
100988,The Sims 4,Simulation,Xbox Series X,North America,4,Honestly hit registration is in a good spot. Keeps me coming back every day.,86.5,2024-01-22,False,u_42931
100989,The Sims 4,Simulation,PS5,EU,4,matchmaking is okay I guess. Would recommend picking this up.,69.1,2024-01-22,False,u_66255
100990,The Sims 4,Simulation,PS4,EU,3,"matchmaking is okay I guess. Some good moments, some frustrating ones. Big fan of how squad play turned out.",29.1,2024-01-22,False,u_84200
100991,The Sims 4,Simulation,PS4,EU,4,the UI feels great this week. Best it's felt in a while.,49.1,2024-01-22,False,u_62026
100992,The Sims 4,Simulation,PC,MEA,3,balance works as expected. Does the job for a casual session. Really enjoying the battle pass right now.,20.4,2024-01-22,False,u_85474
100993,The Sims 4,Simulation,PC,MEA,5,the UI feels great this week. Genuinely having a blast with friends.,77.0,2024-01-22,False,u_42193
100994,The Sims 4,Simulation,PS4,EU,3,"matchmaking is fine, nothing special. Some good moments, some frustrating ones.",10.3,2024-01-22,False,u_76615
101014,Apex Legends,Battle Royale,Xbox Series X,APAC,4,"Been having a lot of fun, balance is solid. Gets a bit repetitive after a while. Been having a lot of fun, the new patch is solid.",98.0,2024-01-23,False,u_92987
101015,Apex Legends,Battle Royale,PS5,APAC,4,graphics feels great this week. Worth the price of entry.,46.0,2024-01-23,False,u_38333
101016,Apex Legends,Battle Royale,PS5,APAC,4,Honestly matchmaking is in a good spot. Devs are clearly listening to feedback. Big fan of how balance turned out.,84.7,2024-01-23,False,u_65398
101017,Apex Legends,Battle Royale,PS5,North America,4,Really enjoying balance right now. Would recommend picking this up. Really enjoying servers right now.,60.3,2024-01-23,False,u_57348
101018,Apex Legends,Battle Royale,Xbox Series X,APAC,4,Really enjoying graphics right now. Genuinely having a blast with friends.,86.3,2024-01-23,False,u_74063
101019,Apex Legends,Battle Royale,PS5,North America,5,load times feels great this week. Keeps me coming back every day.,30.2,2024-01-23,False,u_87949
101020,Apex Legends,Battle Royale,PS5,MEA,5,"Honestly the new patch is in a good spot. Genuinely having a blast with friends. Been having a lot of fun, the new patch is solid.",53.4,2024-01-23,False,u_24668
101021,Apex Legends,Battle Royale,PC,LATAM,4,Big fan of how the new patch turned out. Would recommend picking this up.,54.2,2024-01-23,False,u_16664
101022,Apex Legends,Battle Royale,PC,EU,3,balance is okay I guess. Please fix this soon.,46.1,2024-01-23,False,u_28390
101023,Apex Legends,Battle Royale,PS5,North America,4,"Been having a lot of fun, the progression system is solid. Worth the price of entry.",105.5,2024-01-23,False,u_32304
101024,Apex Legends,Battle Royale,Xbox Series X,EU,4,Big fan of how squad play turned out. Worth the price of entry.,54.5,2024-01-23,False,u_19481
101030,Battlefield 2042,Shooter,PC,EU,4,"Big fan of how load times turned out. Would recommend picking this up. matchmaking is fine, nothing special.",8.3,2024-01-23,False,u_67588
101031,Battlefield 2042,Shooter,PS5,North America,3,"the new patch is fine, nothing special. Considering a refund at this point.",32.9,2024-01-23,False,u_34234
101032,Battlefield 2042,Shooter,Xbox Series X,EU,3,"Mixed feelings about the progression system. Not sure if I'd recommend it at full price. matchmaking is fine, nothing special.",34.3,2024-01-23,False,u_76962
101033,Battlefield 2042,Shooter,PC,APAC,4,the new patch feels great this week. Best it's felt in a while. the UI feels great this week.,67.5,2024-01-23,False,u_86427
101034,Battlefield 2042,Shooter,PC,EU,3,"load times is fine, nothing special. Some good moments, some frustrating ones. Mixed feelings about balance.",80.8,2024-01-23,False,u_39184
101035,Battlefield 2042,Shooter,PS5,EU,3,the progression system is okay I guess. Gets a bit repetitive after a while.,23.1,2024-01-23,False,u_65655
101036,Battlefield 2042,Shooter,Xbox One,EU,3,"the progression system is fine, nothing special. Does the job for a casual session.",54.3,2024-01-23,False,u_91394
101003,EA SPORTS FC 25,Sports,PS5,APAC,4,Honestly the new patch is in a good spot. Best it's felt in a while.,91.6,2024-01-23,False,u_31128
101004,EA SPORTS FC 25,Sports,PS4,APAC,3,"the store prices has been broken since the last update. Genuinely having a blast with friends. the UI is fine, nothing special.",36.5,2024-01-23,False,u_98260
101005,EA SPORTS FC 25,Sports,PC,EU,3,"Mixed feelings about the battle pass. Wouldn't say it's great, wouldn't say it's bad.",95.6,2024-01-23,False,u_88552
101006,EA SPORTS FC 25,Sports,Xbox One,APAC,4,"Really enjoying graphics right now. Gets a bit repetitive after a while. Been having a lot of fun, hit registration is solid.",179.7,2024-01-23,False,u_34074
101007,EA SPORTS FC 25,Sports,PC,North America,4,balance feels great this week. Best it's felt in a while.,50.1,2024-01-23,False,u_20116
101008,EA SPORTS FC 25,Sports,Xbox Series X,EU,3,squad play ruined an otherwise good session. Not sure if I'd recommend it at full price.,187.8,2024-01-23,False,u_46221
101009,EA SPORTS FC 25,Sports,PS5,EU,4,"Honestly balance is in a good spot. Best it's felt in a while. Been having a lot of fun, matchmaking is solid.",8.8,2024-01-23,False,u_80326
101010,EA SPORTS FC 25,Sports,PS5,EU,3,the battle pass is okay I guess. Does the job for a casual session. the store prices has been broken since the last update.,27.8,2024-01-23,False,u_73981
101011,EA SPORTS FC 25,Sports,PS5,LATAM,3,Mixed feelings about squad play. Gets a bit repetitive after a while. load times works as expected.,13.6,2024-01-23,False,u_90452
101012,EA SPORTS FC 25,Sports,PC,LATAM,3,"squad play works as expected. Does the job for a casual session. load times is fine, nothing special.",94.9,2024-01-23,False,u_64667
101013,EA SPORTS FC 25,Sports,PC,North America,3,the UI feels great this week. Gets a bit repetitive after a while.,57.9,2024-01-23,False,u_74979
101025,The Sims 4,Simulation,PC,North America,3,"hit registration is okay I guess. Some good moments, some frustrating ones.",69.6,2024-01-23,False,u_29051
101026,The Sims 4,Simulation,PS5,North America,4,Honestly servers is in a good spot. Devs are clearly listening to feedback. Really enjoying the store prices right now.,53.0,2024-01-23,False,u_99388
101027,The Sims 4,Simulation,PS5,APAC,4,"Been having a lot of fun, the battle pass is solid. Worth the price of entry. load times feels great this week.",14.9,2024-01-23,False,u_67208
101028,The Sims 4,Simulation,PS4,EU,4,"the store prices feels great this week. Keeps me coming back every day. Been having a lot of fun, servers is solid.",46.5,2024-01-23,False,u_51555
101029,The Sims 4,Simulation,PC,North America,4,Honestly the new patch is in a good spot. Devs are clearly listening to feedback.,119.0,2024-01-23,False,u_19713
101046,Apex Legends,Battle Royale,Xbox Series X,APAC,3,"servers works as expected. Wouldn't say it's great, wouldn't say it's bad. graphics is fine, nothing special.",19.6,2024-01-24,False,u_20966
101047,Apex Legends,Battle Royale,PS5,North America,3,"the progresion system is okay I guess. Wouldn't say it's great, wouldn't say it's bad. servers is a mess right now.",53.1,2024-01-24,False,u_31172
101048,Apex Legends,Battle Royale,PS4,APAC,4,Really enjoying the battle pass right now. Keeps me coming back every day.,27.1,2024-01-24,False,u_72913
101049,Apex Legends,Battle Royale,Xbox One,EU,4,"Big fan of how the store prices turned out. Worth the price of entry. Been having a lot of fun, balance is solid.",25.4,2024-01-24,False,u_48805
101050,Apex Legends,Battle Royale,PS4,North America,3,"balance works as expected. Wouldn't say it's great, wouldn't say it's bad.",22.3,2024-01-24,False,u_28950
101051,Apex Legends,Battle Royale,PS4,EU,5,"the battle pass is fine, nothing special. Would recommend picking this up. Really enjoying hit registration right now.",73.9,2024-01-24,False,u_39823
101052,Apex Legends,Battle Royale,PC,EU,4,Honestly the progression system is in a good spot. Keeps me coming back every day.,18.6,2024-01-24,False,u_44974
101053,Apex Legends,Battle Royale,PS5,EU,4,"Been having a lot of fun, hit registration is solid. Genuinely having a blast with friends.",27.3,2024-01-24,False,u_12812
101054,Apex Legends,Battle Royale,PC,APAC,4,Honestly servers is in a good spot. Keeps me coming back every day. matchmaking feels great this week.,94.7,2024-01-24,False,u_80717
101055,Apex Legends,Battle Royale,Xbox One,MEA,4,Really enjoying graphics right now. Best it's felt in a while.,40.0,2024-01-24,False,u_84183
101056,Apex Legends,Battle Royale,PC,EU,4,Honestly balance is in a good spot. Worth the price of entry. servers is okay I guess.,42.8,2024-01-24,False,u_83114
101057,Apex Legends,Battle Royale,PC,North America,4,balance feels great this week. Worth the price of entry.,66.0,2024-01-24,False,u_84268
101058,Apex Legends,Battle Royale,Xbox One,North America,3,Not happy with graphics at all. Does the job for a casual session.,36.1,2024-01-24,False,u_88645
101068,Battlefield 2042,Shooter,PS5,LATAM,3,"Mixed feelings about load times. Some good moments, some frustrating ones. the store prices is okay I guess.",203.9,2024-01-24,False,u_75859
101069,Battlefield 2042,Shooter,PS5,APAC,3,Mixed feelings about squad play. Gets a bit repetitive after a while.,35.0,2024-01-24,False,u_87326
101070,Battlefield 2042,Shooter,PS4,EU,2,"squad play has been broken since the last update. Feels like it's getting worse, not better.",43.3,2024-01-24,False,u_47008
101071,Battlefield 2042,Shooter,PS5,EU,3,"the store prices is okay I guess. Wouldn't say it's great, wouldn't say it's bad. Mixed feelings about load times.",43.8,2024-01-24,False,u_80674
101072,Battlefield 2042,Shooter,PS5,North America,3,hit registration feels great this week. Please fix this soon. graphics is okay I guess.,37.7,2024-01-24,False,u_20399
101073,Battlefield 2042,Shooter,PC,North America,3,matchmaking works as expected. Considering a refund at this point.,46.1,2024-01-24,False,u_31126
101037,EA SPORTS FC 25,Sports,Xbox Series X,APAC,4,Honestly balance is in a good spot. Worth the price of entry.,9.2,2024-01-24,False,u_57611
101038,EA SPORTS FC 25,Sports,Xbox Series X,APAC,3,load times works as expected. Not sure if I'd recommend it at full price.,16.1,2024-01-24,False,u_27924
101039,EA SPORTS FC 25,Sports,PC,APAC,3,the new patch works as expected. Not sure if I'd recommend it at full price.,45.4,2024-01-24,False,u_18990
101040,EA SPORTS FC 25,Sports,Xbox Series X,EU,4,Honestly servers is in a good spot. Genuinely having a blast with friends.,148.4,2024-01-24,False,u_34234
101041,EA SPORTS FC 25,Sports,PS5,EU,4,"squad play feels great this week. Worth the price of entry. Been having a lot of fun, graphics is solid.",40.7,2024-01-24,False,u_24365
101042,EA SPORTS FC 25,Sports,PS5,EU,3,"Mixed feelings about matchmaking. Not sure if I'd recommend it at full price. matchmaking is fine, nothing special.",16.8,2024-01-24,False,u_53011
101043,EA SPORTS FC 25,Sports,PC,APAC,4,Honestly matchmaking is in a good spot. Devs are clearly listening to feedback. hit registration feels great this week.,3.2,2024-01-24,False,u_19978
101044,EA SPORTS FC 25,Sports,Xbox Series X,North America,4,Honestly the new patch is in a good spot. Best it's felt in a while. Big fan of how the UI turned out.,85.0,2024-01-24,False,u_14275
101045,EA SPORTS FC 25,Sports,PC,APAC,3,"the progression system is fine, nothing special. Please fix this soon.",138.7,2024-01-24,False,u_27384
101059,The Sims 4,Simulation,PC,EU,4,Really enjoying graphics right now. Would recommend picking this up. Really frustrated with balance lately.,49.3,2024-01-24,False,u_43369
101060,The Sims 4,Simulation,Xbox Series X,North America,5,"Been having a lot of fun, graphics is solid. Best it's felt in a while.",40.3,2024-01-24,False,u_80323
101061,The Sims 4,Simulation,PC,LATAM,4,Really enjoying the UI right now. Does the job for a casual session.,81.9,2024-01-24,False,u_90914
101062,The Sims 4,Simulation,PS5,APAC,3,"graphics works as expected. Some good moments, some frustrating ones.",234.7,2024-01-24,False,u_55083
101063,The Sims 4,Simulation,PC,North America,4,load times feels great this week. Worth the price of entry.,50.1,2024-01-24,False,u_97100
101064,The Sims 4,Simulation,PC,APAC,4,"the new patch feels great this week. Not sure if I'd recommend it at full price. Been having a lot of fun, hit registration is solid.",35.6,2024-01-24,False,u_94175
101065,The Sims 4,Simulation,PS5,EU,4,Honestly hit registration is in a good spot. Genuinely having a blast with friends.,22.4,2024-01-24,False,u_44174
101066,The Sims 4,Simulation,PS5,EU,4,graphics feels great this week. Devs are clearly listening to feedback.,77.2,2024-01-24,False,u_10865
101067,The Sims 4,Simulation,PC,EU,4,"Been having a lot of fun, load times is solid. Worth the price of entry. Been having a lot of fun, the new patch is solid.",69.4,2024-01-24,False,u_70617
101085,Apex Legends,Battle Royale,PS5,LATAM,4,the UI works as expected. Genuinely having a blast with friends.,147.3,2024-01-25,False,u_24715
101086,Apex Legends,Battle Royale,PS5,LATAM,4,"Been having a lot of fun, the progression system is solid. Devs are clearly listening to feedback.",36.6,2024-01-25,False,u_21943
101087,Apex Legends,Battle Royale,Xbox One,EU,4,"Been having a lot of fun, load times is solid. Genuinely having a blast with friends.",19.5,2024-01-25,False,u_19116
101088,Apex Legends,Battle Royale,PS5,North America,4,"Been having a lot of fun, the battle pass is solid. Keeps me coming back every day.",92.9,2024-01-25,False,u_66929
101089,Apex Legends,Battle Royale,PC,North America,4,Big fan of how servers turned out. Best it's felt in a while.,41.4,2024-01-25,False,u_99460
101090,Apex Legends,Battle Royale,PS5,North America,3,servers works as expected. Losing patience with this game. Mixed feelings about balance.,98.7,2024-01-25,False,u_55651
101091,Apex Legends,Battle Royale,PS5,APAC,4,"Been having a lot of fun, balance is solid. Worth the price of entry. Big fan of how load times turned out.",74.5,2024-01-25,False,u_23927
101098,Battlefield 2042,Shooter,PC,North America,2,"load times is a mess right now. Lost progress because of it, not okay.",9.8,2024-01-25,False,u_88169
101099,Battlefield 2042,Shooter,PS5,North America,3,"the store prices is fine, nothing special. Gets a bit repetitive after a while. Mixed feelings about load times.",22.8,2024-01-25,False,u_14907
101100,Battlefield 2042,Shooter,Xbox Series X,EU,4,Really enjoying the new patch right now. Worth the price of entry.,105.5,2024-01-25,False,u_49060
101101,Battlefield 2042,Shooter,PC,LATAM,4,load times feels great this week. Keeps me coming back every day.,38.1,2024-01-25,False,u_78466
101102,Battlefield 2042,Shooter,PS5,North America,4,Really enjoying balance right now. Genuinely having a blast with friends. the UI feels great this week.,67.1,2024-01-25,False,u_72574
101103,Battlefield 2042,Shooter,PS5,North America,3,"servers works as expected. Some good moments, some frustrating ones.",39.6,2024-01-25,False,u_63406
101074,EA SPORTS FC 25,Sports,PC,North America,3,the UI is okay I guess. Gets a bit repetitive after a while.,75.1,2024-01-25,False,u_85468
101075,EA SPORTS FC 25,Sports,PC,APAC,4,"Been having a lot of fun, matchmaking is solid. Worth the price of entry. matchmaking has been broken since the last update.",25.9,2024-01-25,False,u_60010
101076,EA SPORTS FC 25,Sports,Xbox Series X,MEA,3,Mixed feelings about the store prices. Gets a bit repetitive after a while. the progression system ruined an otherwise good session.,31.4,2024-01-25,False,u_22482
101077,EA SPORTS FC 25,Sports,Xbox Series X,EU,3,"servers is fine, nothing special. Wouldn't say it's great, wouldn't say it's bad. balance works as expected.",44.1,2024-01-25,False,u_48488
101078,EA SPORTS FC 25,Sports,PS5,APAC,3,balance ruined an otherwise good session. Keeps me coming back every day. graphics works as expected.,117.6,2024-01-25,False,u_29306
101079,EA SPORTS FC 25,Sports,Xbox One,EU,4,the new patch feels great this week. Worth the price of entry.,49.4,2024-01-25,False,u_35665
101080,EA SPORTS FC 25,Sports,PS5,North America,3,the new patch works as expected. Please fix this soon. Mixed feelings about servers.,56.6,2024-01-25,False,u_32077
101081,EA SPORTS FC 25,Sports,PC,North America,3,Mixed feelings about the store prices. Gets a bit repetitive after a while. the store prices has been broken since the last update.,46.8,2024-01-25,False,u_66755
101082,EA SPORTS FC 25,Sports,PS4,APAC,4,"Mixed feelings about balance. Wouldn't say it's great, wouldn't say it's bad.",37.3,2024-01-25,False,u_74757
101083,EA SPORTS FC 25,Sports,PC,APAC,2,Really frustraded with squad play lately. Losing patience with this game.,25.2,2024-01-25,False,u_10722
101084,EA SPORTS FC 25,Sports,PC,EU,4,Really enjoying load times right now. Keeps me coming back every day. matchmaking feels great this week.,145.7,2024-01-25,False,u_28444
101092,The Sims 4,Simulation,Xbox One,APAC,4,Big fan of how load times turned out. Devs are clearly listening to feedback. Big fan of how hit registration turned out.,35.6,2024-01-25,False,u_86950
101093,The Sims 4,Simulation,PC,EU,4,"Really enjoying the progression system right now. Best it's felt in a while. Been having a lot of fun, the new patch is solid.",35.1,2024-01-25,False,u_84797
101094,The Sims 4,Simulation,PS5,APAC,4,Big fan of how servers turned out. Would recommend picking this up.,51.1,2024-01-25,False,u_95003
101095,The Sims 4,Simulation,PC,North America,4,Honestly servers is in a good spot. Worth the price of entry.,57.7,2024-01-25,False,u_87674
101096,The Sims 4,Simulation,PS5,EU,4,"matchmaking is fine, nothing special. Genuinely having a blast with friends. Really enjoying the progresion system right now.",25.1,2024-01-25,False,u_36760
101097,The Sims 4,Simulation,PC,North America,4,"Been having a lot of fun, the new patch is solid. Worth the price of entry.",72.7,2024-01-25,False,u_55246
101115,Apex Legends,Battle Royale,PC,EU,3,the battle pass is okay I guess. Gets a bit repetitive after a while.,102.0,2024-01-26,False,u_73842
101116,Apex Legends,Battle Royale,Xbox One,LATAM,4,"Been having a lot of fun, the UI is solid. Worth the price of entry.",67.2,2024-01-26,False,u_34824
101117,Apex Legends,Battle Royale,Xbox Series X,EU,4,the UI works as expected. Devs are clearly listening to feedback.,56.5,2024-01-26,False,u_59550
101118,Apex Legends,Battle Royale,PC,APAC,4,the new patch feels great this week. Best it's felt in a while.,93.5,2024-01-26,False,u_49911
101119,Apex Legends,Battle Royale,PC,LATAM,3,"matchmaking is fine, nothing special. Considering a refund at this point. Been having a lot of fun, the progression system is solid.",81.1,2024-01-26,False,u_15342
101120,Apex Legends,Battle Royale,Xbox Series X,MEA,4,the battle pass feels great this week. Worth the price of entry.,25.7,2024-01-26,False,u_48753
101121,Apex Legends,Battle Royale,PC,APAC,4,Really enjoying servers right now. Keeps me coming back every day.,16.9,2024-01-26,False,u_62869
101131,Battlefield 2042,Shooter,PS5,MEA,3,"squad play works as expected. Gets a bit repetitive after a while. load times is fine, nothing special.",54.1,2024-01-26,False,u_87678
101132,Battlefield 2042,Shooter,Xbox Series X,North America,4,balance feels great this week. Best it's felt in a while.,19.7,2024-01-26,False,u_26178
101133,Battlefield 2042,Shooter,PC,APAC,3,"the store prices is okay I guess. Some good moments, some frustrating ones.",12.4,2024-01-26,False,u_87969
101134,Battlefield 2042,Shooter,PS5,EU,3,"the progression system is okay I guess. Some good moments, some frustrating ones.",40.3,2024-01-26,False,u_98836
101135,Battlefield 2042,Shooter,Xbox Series X,EU,3,"load times is okay I guess. Some good moments, some frustrating ones.",60.0,2024-01-26,False,u_61158
101136,Battlefield 2042,Shooter,PC,APAC,3,load times ruined an otherwise good session. Devs are clearly listening to feedback.,91.1,2024-01-26,False,u_69243
101137,Battlefield 2042,Shooter,Xbox Series X,APAC,2,load times has been broken since the last update. Unplayable some nights. the UI feels great this week.,31.1,2024-01-26,False,u_77299
101138,Battlefield 2042,Shooter,PC,EU,4,Really enjoying the battle pass right now. Worth the price of entry.,3.5,2024-01-26,False,u_40978
101139,Battlefield 2042,Shooter,PS5,LATAM,3,"Been having a lot of fun, the progression system is solid. Does the job for a casual session.",77.8,2024-01-26,False,u_34159
101140,Battlefield 2042,Shooter,PS5,LATAM,3,"servers is fine, nothing special. Does the job for a casual session.",44.5,2024-01-26,False,u_46158
101104,EA SPORTS FC 25,Sports,Xbox Series X,North America,4,Big fan of how balance turned out. Keeps me coming back every day.,51.9,2024-01-26,False,u_78691
101105,EA SPORTS FC 25,Sports,PS5,APAC,3,the store prices ruined an otherwise good session. Gets a bit repetitive after a while.,94.9,2024-01-26,False,u_67754
101106,EA SPORTS FC 25,Sports,PS5,EU,4,load times feels great this week. Worth the price of entry.,37.5,2024-01-26,False,u_66872
101107,EA SPORTS FC 25,Sports,PC,North America,4,Really enjoying the new patch right now. Worth the price of entry.,79.9,2024-01-26,False,u_60295
101108,EA SPORTS FC 25,Sports,PC,North America,3,"the UI is fine, nothing special. Not sure if I'd recommend it at full price.",49.6,2024-01-26,False,u_72330
101109,EA SPORTS FC 25,Sports,PS5,EU,4,the new patch works as expected. Genuinely having a blast with friends.,20.0,2024-01-26,False,u_40050
101110,EA SPORTS FC 25,Sports,PC,North America,4,graphics feels great this week. Genuinely having a blast with friends.,31.0,2024-01-26,False,u_33992
101111,EA SPORTS FC 25,Sports,PC,LATAM,4,Big fan of how balance turned out. Worth the price of entry.,9.7,2024-01-26,False,u_99380
101112,EA SPORTS FC 25,Sports,PC,North America,3,load times is okay I guess. Losing patience with this game.,103.7,2024-01-26,False,u_42986
101113,EA SPORTS FC 25,Sports,PS5,APAC,3,"servers is fine, nothing special. Some good moments, some frustrating ones. servers ruined an otherwise good session.",34.0,2024-01-26,False,u_72287
101114,EA SPORTS FC 25,Sports,PC,North America,4,Big fan of how the progression system turned out. Gets a bit repetitive after a while.,54.1,2024-01-26,False,u_45855
101122,The Sims 4,Simulation,PS5,EU,5,Mixed feelings about the UI. Keeps me coming back every day.,86.3,2024-01-26,False,u_45947
101123,The Sims 4,Simulation,Xbox Series X,North America,4,the battle pass feels great this week. Worth the price of entry. Honestly the progression system is in a good spot.,12.1,2024-01-26,False,u_52859
101124,The Sims 4,Simulation,PS5,EU,3,"Really enjoying the new patch right now. Wouldn't say it's great, wouldn't say it's bad. squad play is okay I guess.",20.9,2024-01-26,False,u_55763
101125,The Sims 4,Simulation,PC,North America,4,Really enjoying the UI right now. Best it's felt in a while. Really enjoying balance right now.,111.7,2024-01-26,False,u_47442
101126,The Sims 4,Simulation,PC,EU,4,Honestly load times is in a good spot. Keeps me coming back every day. Big fan of how balance turned out.,4.7,2024-01-26,False,u_44795
101127,The Sims 4,Simulation,Xbox Series X,North America,4,Really enjoying servers right now. Would recommend picking this up.,36.2,2024-01-26,False,u_51900
101128,The Sims 4,Simulation,Xbox One,EU,4,squad play feels great this week. Devs are clearly listening to feedback.,62.8,2024-01-26,False,u_22707
101129,The Sims 4,Simulation,PS4,EU,4,"Been having a lot of fun, the battle pass is solid. Genuinely having a blast with friends.",43.4,2024-01-26,False,u_86721
101130,The Sims 4,Simulation,PC,EU,4,"load times is fine, nothing special. Worth the price of entry.",110.2,2024-01-26,False,u_60894
101151,Apex Legends,Battle Royale,PC,EU,4,"the UI is fine, nothing special. Devs are clearly listening to feedback.",19.2,2024-01-27,False,u_49565
101152,Apex Legends,Battle Royale,Xbox Series X,LATAM,3,"load times works as expected. Wouldn't say it's great, wouldn't say it's bad. the progression system works as expected.",100.8,2024-01-27,False,u_75606
101153,Apex Legends,Battle Royale,PC,APAC,3,"Mixed feelings about the progression system. Some good moments, some frustrating ones.",44.7,2024-01-27,False,u_47465
101154,Apex Legends,Battle Royale,PC,EU,3,"the store prices is okay I guess. Wouldn't say it's great, wouldn't say it's bad.",13.6,2024-01-27,False,u_96086
101155,Apex Legends,Battle Royale,Xbox Series X,LATAM,5,Big fan of how squad play turned out. Does the job for a casual session.,26.3,2024-01-27,False,u_89157
101156,Apex Legends,Battle Royale,PS4,EU,4,"the progression system is okay I guess. Some good moments, some frustrating ones. Mixed feelings about balance.",104.4,2024-01-27,False,u_38440
101157,Apex Legends,Battle Royale,Xbox One,APAC,3,"graphics is fine, nothing special. Gets a bit repetitive after a while.",54.1,2024-01-27,False,u_61327
101158,Apex Legends,Battle Royale,PC,EU,4,hit registration feels great this week. Genuinely having a blast with friends. matchmaking feels great this week.,32.8,2024-01-27,False,u_20168
101159,Apex Legends,Battle Royale,PS5,LATAM,4,"Been having a lot of fun, the new patch is solid. Worth the price of entry.",63.4,2024-01-27,False,u_31379
101160,Apex Legends,Battle Royale,PC,LATAM,4,"Been having a lot of fun, the progression system is solid. Keeps me coming back every day.",65.6,2024-01-27,False,u_66920
101161,Apex Legends,Battle Royale,PS5,North America,5,squad play is okay I guess. Would recommend picking this up.,72.0,2024-01-27,False,u_13156
101175,Battlefield 2042,Shooter,PS4,LATAM,4,"Been having a lot of fun, load times is solid. Genuinely having a blast with friends.",16.8,2024-01-27,False,u_95117
101176,Battlefield 2042,Shooter,Xbox Series X,APAC,4,"graphics is fine, nothing special. Devs are clearly listening to feedback.",59.8,2024-01-27,False,u_13814
101177,Battlefield 2042,Shooter,PS5,LATAM,3,Honestly the new patch is in a good spot. Not sure if I'd recommend it at full price.,32.4,2024-01-27,False,u_25007
101178,Battlefield 2042,Shooter,PC,LATAM,4,Honestly the store prices is in a good spot. Does the job for a casual session.,32.5,2024-01-27,False,u_97232
101179,Battlefield 2042,Shooter,Xbox One,North America,3,"the new patch is okay I guess. Wouldn't say it's great, wouldn't say it's bad.",125.6,2024-01-27,False,u_29797
101180,Battlefield 2042,Shooter,PC,North America,2,Mixed feelings about matchmaking. Not sure if I'd recommend it at full price. matchmaking has been broken since the last update.,105.4,2024-01-27,False,u_75350
101181,Battlefield 2042,Shooter,PS5,EU,3,"Mixed feelings about the store prices. Some good moments, some frustrating ones.",65.0,2024-01-27,False,u_41266
101182,Battlefield 2042,Shooter,PS4,North America,3,matchmaking works as expected. Gets a bit repetitive after a while. Mixed feelings about the UI.,46.4,2024-01-27,False,u_47362
101183,Battlefield 2042,Shooter,Xbox One,EU,3,Mixed feelings about servers. Not sure if I'd recommend it at full price.,43.0,2024-01-27,False,u_54336
